Date,AAPL,ABBV,AMT,AMZN,ANTM,AVGO,BAC,CCI,CHD,CL,CLF,CMCSA,CVS,CVX,DAL,DHI,FB,FDX,GOOG,GS,INTC,JNJ,JPM,LEN,LUV,MDLZ,MS,MSFT,NFLX,NVDA,NVR,PFE,PG,PLD,RS,STLD,TSLA,UAL,UNH,UPS,XOM,AAPL_MOM12,ABBV_MOM12,AMT_MOM12,AMZN_MOM12,ANTM_MOM12,AVGO_MOM12,BAC_MOM12,CCI_MOM12,CHD_MOM12,CL_MOM12,CLF_MOM12,CMCSA_MOM12,CVS_MOM12,CVX_MOM12,DAL_MOM12,DHI_MOM12,FB_MOM12,FDX_MOM12,GOOG_MOM12,GS_MOM12,INTC_MOM12,JNJ_MOM12,JPM_MOM12,LEN_MOM12,LUV_MOM12,MDLZ_MOM12,MS_MOM12,MSFT_MOM12,NFLX_MOM12,NVDA_MOM12,NVR_MOM12,PFE_MOM12,PG_MOM12,PLD_MOM12,RS_MOM12,STLD_MOM12,TSLA_MOM12,UAL_MOM12,UNH_MOM12,UPS_MOM12,XOM_MOM12,Mkt-RF,SMB,HML
2016-02-05,-0.027071231569814155,-0.0662781328364087,-0.025010941619467843,-0.06576007646736316,-0.02607932761594569,-0.058698049677650306,-0.02290201302132977,-0.025371449769676455,0.0018427656616853288,0.0030261270601173646,-0.047754627564662464,0.020405407535407052,-0.01630053828062316,-0.022784344445163147,-0.04719061879892486,-0.04910168090716183,-0.059861251374129905,-0.017285734043781018,-0.03512915680609786,-0.00012767881142996336,-0.024827195079323853,-0.03287320601991581,-0.01119252728649524,-0.02473596778456361,-0.05080294139752216,-0.008452172312767098,-0.02674379659360526,-0.03602559823818932,-0.08027494119469475,-0.06517694588650358,-0.018581947153799263,0.001034089977135208,0.006176888870171315,-0.00862757170699677,-0.01292538349952067,-0.03729152942317743,-0.07537677240362983,-0.032541949531791445,-0.021955720672272562,-0.009184728146706888,0.0031266316904687537,-0.2101953757656712,-0.0981012576778508,-0.077180580232022,0.3204148139888396,-0.07656955663421654,0.237731999942403,-0.16501752838555447,0.013464694607495626,0.07295099457699125,-0.018459262306891936,-1.3318497206735946,0.11627760958777643,-0.04807229987955919,-0.2022587348586864,-0.09212737593595692,-0.004011690429636928,0.3277090050066929,-0.25509413938848474,0.2600658720807421,-0.10160938560620691,-0.10893103867438915,0.026326684155310406,0.06729590011490999,-0.11818623865293582,-0.2145388581514659,0.06853241122345959,-0.32765322526178486,0.2216996109854254,0.2730138810164977,0.31440017442932344,0.2295722229485432,-0.04355806020639897,-0.013354599437710165,-0.10246366731466294,0.11717168280584148,0.08671375477981336,-0.26028053573475796,-0.3924341438816644,0.056652891002961746,-0.020081714535538735,-0.07837708400307444,-2.06,-1.06,1.63
2016-02-08,0.010474631962238369,-0.004339300727513863,-0.03937401303748385,-0.02833874508164541,-0.05121638183813628,-0.05196614455483807,-0.05393820335034818,-0.02847700899366575,0.004019749812260017,-0.001814347539215654,0.005419899941622984,-0.00016806083902367214,-0.03776110194996016,0.036837452839614496,-0.029961296901193812,-0.040072048427255084,-0.04239669387979513,-0.012050575235102369,-0.0012149762556464317,-0.04724155037284034,-0.007604679804660821,0.01441718415105987,-0.021174848014162542,-0.027961215701474522,-0.02755449368398691,-0.03674117063964287,-0.07148952624387753,-0.01506519086871057,0.006381323163303307,-0.04686240783957905,-0.01978921188445905,-0.01632288373703904,0.0173363671842738,-0.04136342674815439,0.0038085361652800916,-0.021147191069258362,-0.09414849319995383,-0.025503889072056696,-0.015333617352497256,0.020034974073540743,0.013396567291399944,-0.19988928058871888,-0.11797006081037888,-0.12914759259205333,0.2946035090974388,-0.13850312032914938,0.17817899736850815,-0.24638982440854293,-0.025150500266370265,0.06956623134971497,-0.023168535924088778,-1.3017372081416,0.08680866192396768,-0.09607232816225605,-0.19761492917200452,-0.11128000157493745,-0.06872725385277725,0.2798597542308639,-0.27713861058285455,0.25741381220089893,-0.1755582181948047,-0.11802064883480717,0.024707221651847668,0.023836338209081546,-0.16369040729894216,-0.21292759124324406,0.023436949837570106,-0.41699524126840026,0.1989122517212326,0.24409047084514165,0.24286987620287406,0.1998245979434595,-0.07150365611178387,-0.005721575373168716,-0.14537616372052922,0.08683209362375333,0.011621825308699972,-0.38900039589776675,-0.39740588072316513,0.03648459929463955,-0.004431741517723096,-0.09435100728516553,-1.51,0.0,0.83
2016-02-09,-0.00021070543524241982,0.011093516438683905,0.0018715097999221781,-0.012430968943180633,0.021938051896111213,-0.017800630302178332,-0.005721432673871953,0.006101350317077568,0.014111875581681681,-0.0028801814065610638,-0.03857224913072402,-0.020237346696383312,0.009547352579036363,-0.03635470014137711,0.029246837272840245,0.023569956680891225,-0.002107472293352159,-0.004305834594015136,-0.006804604401903742,-0.006722854067916661,-0.0003469101559464102,-0.00029415562906551863,-0.006031636058781224,-0.0005205463887534674,0.015149621587497596,0.019349580178904785,0.011403721799054554,-0.00263419306735408,0.03316913157724118,0.010648961746941505,-0.0025320975963285556,0.0187311420104572,0.00024198873223486815,-0.006662658772492274,-0.007109956517690043,-0.025058299398406595,0.0017553339640783382,0.017361547195901026,0.010308583706621475,0.002360630191857925,-0.004361290204524368,-0.20774047659560765,-0.02687433361926573,-0.11468308346958356,0.2788771588395891,-0.12159054921069877,0.14499354828105482,-0.245798238781671,-0.007868223693100935,0.07273344351714425,-0.02619314107679859,-1.2655224231960112,0.04003630594282167,-0.0898152407976359,-0.22313803809275934,-0.10247057880655515,-0.06476132278068346,0.27470659327548225,-0.2762853651512134,0.26292879949114945,-0.17414786354354256,-0.12254277633651282,0.03520700513767088,0.023817191514605623,-0.18684517085931793,-0.22941115068610776,0.043896262133497066,-0.39785602821992927,0.19052594774387197,0.29539102859904515,0.25103550455049906,0.1908773264265178,-0.06311588382661863,-0.0036164240268093837,-0.15093262788516487,0.1048001755423784,-0.0090042695316084,-0.38811476055342864,-0.43346859322091386,0.04577334292321563,-0.0016732325397296984,-0.09011153256550158,-0.09,-0.46,-0.26
2016-02-10,-0.007608691661502201,-0.014312886234289045,0.0031506485623261664,0.01729517963895835,0.01367652955943781,-0.004269409472588018,-0.018197575889462393,-0.004511349525487157,-0.0007915543696209212,-0.001062862989715269,0.0056026731673399196,-0.042103828697409224,0.028321236397073655,0.0014462736756293176,0.030266261451371002,0.017728711627255575,0.014560933364638689,-0.016550014583492235,0.008823838974627303,-0.006903813363304203,-0.020337254226026478,-0.0023564348691233706,-0.012173608534344814,0.014726986466122447,0.008193291689038528,0.02610691850344775,-0.010081001832370994,0.008687308981706367,0.026579638718313703,-0.0023566552396538957,0.00512831323033575,0.013312943580013935,-0.01241955188797535,-0.002676991748716056,-0.003661456853888584,0.019983689468052863,-0.03138106965718447,0.026118886024393394,0.01411358914533829,-0.01456234862812276,-0.009157604244577086,-0.22246126078086031,-0.0599866691587979,-0.12915835312122534,0.27142284925629656,-0.10485842659063062,0.12745387685789034,-0.27533103657030555,-0.017697840632805228,0.07637754629316561,-0.035746226756553034,-1.2787586908504325,-0.0032973213661886265,-0.06447582151315769,-0.23051264751379327,-0.05458826919482084,-0.04200271542928029,0.28953195404531723,-0.30030423407288936,0.26257455319804435,-0.19212126897104212,-0.15294806324163443,0.022056631153658652,0.004750081921580766,-0.17168755983373982,-0.21740223496250327,0.06336248795200565,-0.412528200778915,0.1847389618877172,0.3215251603075338,0.23244245230707805,0.1894995387128113,-0.0780862744447797,-0.026587141874086194,-0.16724200864610042,0.0767947165225287,-0.044635581956440164,-0.43059852865547865,-0.37762354003669224,0.05158189519551117,-0.025443887539469898,-0.10906161664965495,0.01,-0.04,-0.53
2016-02-11,-0.0060644755476054225,-0.010295750691778365,-0.025724056446439703,0.026834549435935134,-0.012341988910147022,-0.024543782225028274,-0.07090245656270816,-0.003918262693722988,-0.016544329187865626,-0.021037417747992605,0.03296957596338408,0.0041126762388631645,0.008129164279035298,-0.0006022154888872959,-0.013260258654505851,-0.052003233946383016,0.008969593249660875,-0.02555076940337902,-0.0014774547055015658,-0.045437163208432,-0.00035428632099661816,-0.00029529639450835026,-0.04513148466637861,-0.030995796177305385,-0.005643530234705276,-0.009246047222891567,-0.045513693685516825,-0.00040226794102406,-0.024028605257190687,-0.005125057524609838,-0.024105682778877317,-0.012282269650565858,-0.021298301723832194,-0.047490670831056334,-0.017443554303392828,-0.0028302639969988034,0.04624476055013631,-0.015419019337282323,-0.01898328946381603,-0.01077376360585348,0.0031454957635483,-0.22006919728512503,-0.05130735308130234,-0.11535295365654398,0.2972148975814621,-0.10591489687299653,0.11675314407870299,-0.378275504208122,-0.020808466325108955,0.07117641183701828,-0.04973771790988201,-1.2205908812515704,0.001693759921498719,-0.05485708548231769,-0.23385559697988334,-0.05410021426494328,-0.12117425814742852,0.3136937369401402,-0.325162391520933,0.25463557309680734,-0.25216588162837456,-0.13426564138823927,0.03512377706917541,-0.05991807549406904,-0.23592449180713115,-0.21559709546412895,0.06381572635017094,-0.48236480732974085,0.18527907969071628,0.30768388577292727,0.23171946036259355,0.14544113114344862,-0.09581000198851805,-0.03523394539654645,-0.1892971258479097,0.07228560116044613,-0.04588891908441097,-0.36779123634730565,-0.3635901316499312,0.04387329870505176,-0.02840080294094206,-0.1040600062943443,-1.17,0.51,-1.48
2016-02-12,0.003090182385963683,0.007636795612111864,0.02374163397389267,0.006449681116167707,0.013000596684464691,0.04497122267655222,0.06839527462164212,0.019680425943946662,0.02237565337052681,0.01936425657123797,0.05264377739582323,0.013118352250830554,0.020978245023227447,0.028976937923637383,0.009934910029791636,0.041321319834340016,0.00098075720942802,0.03304375516942104,-0.001039847469872913,0.03793745012215224,0.014773165272818417,0.0011794914462893076,0.07999924054235477,0.049041605168397645,0.02514814866014188,0.011084982600732733,0.06254829537806868,0.016169653710708408,0.012086524113649256,0.016853026029229085,0.009168948980241974,0.007864419919653573,0.013549854087758408,0.013958609946416702,0.0451775371494267,0.038369926976944864,0.003780973626403839,0.02874420130348922,0.010789446022289515,0.02246129198384792,0.017805183107478948,-0.22359966343029303,-0.018397949080958882,-0.10169252485692985,0.31365338688620614,-0.08692673935353831,0.18588241243377404,-0.301353977058108,0.004310186369659057,0.09526203118846448,-0.02704909133427098,-1.2146846132396623,0.011829741795912585,-0.02338749421257909,-0.2123320865143607,-0.020598397232273722,-0.07834180182364726,0.3150774086590229,-0.28278213298945737,0.25958347583991764,-0.20761022821763878,-0.1083191196122353,0.0494455682491242,0.02129112255131611,-0.19559104746638875,-0.17031093536017655,0.08048579211795458,-0.41533564700304154,0.20262846931661915,0.32267767220887095,0.24955331502578443,0.15166409641541845,-0.08492617406391931,-0.015121279902635402,-0.176234100544182,0.11671961508204373,-0.0159002035065404,-0.36456214389928876,-0.28928372610411957,0.065032077615488,-0.003851411569725625,-0.08691003261599985,1.98,-0.53,1.11
2016-02-16,0.02780432159363754,0.017532559437712442,0.00906353316844965,0.02727315942520339,0.02662711252549481,0.03695469646709205,0.024794741200770253,0.010411035336280829,0.01189543733067437,0.0016731611767547496,0.06933464675939385,0.012252800859545472,0.011203335031003658,0.005320248691034493,0.036317909687274906,0.02327099840417939,-0.003928901961007356,0.026928277398885706,0.012523792420212888,0.019584061239268494,0.0048767999561697304,0.004898667928193783,0.014848170698808852,0.015000464052265067,0.02291443361744741,0.026419455436424485,0.026918939687795893,0.01876980177209639,0.01870273787982418,0.04780882418622723,0.007463932103826738,0.015210433435403636,0.005909419858746461,0.029771384539157748,0.0018673710380077277,0.013007964014056236,0.026976587698202076,0.010697510285355852,0.02934539803800046,0.013380568497176677,0.0023423488287340863,-0.21482449163408018,-0.02596218314694233,-0.08921069478501634,0.3343634962149331,-0.08851591541899646,0.1769575954503354,-0.28083141455262606,0.0034151549123299886,0.09416441031883348,-0.030718454260909602,-1.1604560037916936,0.018492864593323763,-0.03325433888786891,-0.2047453796608356,-0.003663933221436355,-0.0719409685775848,0.30112369535012395,-0.26547908543479803,0.2549952398534401,-0.2007862272212913,-0.1265562434821066,0.04864794426596209,0.02513133794159119,-0.19981030019460314,-0.15934554408129833,0.10410864626184578,-0.4031821456912768,0.21574866955612437,0.31712116350255753,0.26977756214027504,0.1504094089621257,-0.10185188578330828,-0.013201486396602267,-0.15092930365798962,0.12361702880986727,0.00024254315915119985,-0.3320987865927061,-0.3248879364082235,0.07135608598784475,0.0033763857297511796,-0.07854270229148465,1.78,0.57,-0.56
2016-02-17,0.015198353936831291,0.02764646505961775,-0.003012163845596166,0.024641126551569567,0.02163399620881372,0.03456664650813774,0.02499123062781693,0.00806247361667602,0.0026737166166750127,0.018815728412129373,-0.014458146949038346,0.003820298560032701,0.007706886596336171,0.0404396249068431,0.033527422223680874,-0.0012112653563131667,0.03472130644715781,0.00739072222365798,0.024869116020172388,0.012802044033426439,0.023691978218640542,0.001757782723124374,0.007172316138925564,0.00544447036531196,0.03783990083371103,0.017484462228881986,0.021272933919793964,0.025699206858179932,0.062149356971927375,0.024520920198298598,0.022474307961504788,-0.006056314371175744,0.011956577525267218,0.008041016694477739,0.025118584159396242,0.0053707123169770945,0.0834821387829664,0.034985514165315486,0.026988025591968695,-0.002641677313793305,0.009557519203324318,-0.22279453393111734,0.005205940277123774,-0.08795915261792282,0.35328371279305154,-0.0865093996292957,0.20315128783454092,-0.2521794748096915,0.01136293777312418,0.09250460723019625,-0.012334578258772308,-1.144470379259762,0.01588914265451186,-0.03445730623366086,-0.16248885735095794,0.037393909699374346,-0.07091917115312563,0.31844179440236486,-0.26165956197383666,0.28167252832340817,-0.20458797788274988,-0.09840325308279901,0.0501068439593611,0.03384425527847346,-0.19010389442360098,-0.11508919755283817,0.09595439863244977,-0.38770009923643245,0.24662557759292428,0.3772019597392326,0.3010033836374073,0.17750907629212442,-0.11083225804717378,-0.004168295690856949,-0.13236101067614944,0.1532283617050769,0.0030000479211490278,-0.23234935208537066,-0.28233290187008914,0.09030089579225561,0.002417790901066478,-0.06447003295946034,1.75,-0.07,-0.65
2016-02-18,-0.019138436468020426,-0.008397263977884597,0.015084773762399521,-0.017184779818694446,0.003599612428970345,-0.028013515768142656,-0.02580800041730944,0.01570026707688426,-0.004125317940272911,0.0023830304428231306,-0.04976101784007969,-0.006607697379279182,-0.00822298727847274,-0.018053251973221805,0.007778872336797019,-0.006892343460336621,-0.016581546505002553,-0.013312492435772746,-0.015721537399142935,-0.02149643664061195,-0.0016979162174509386,0.016833105418181248,-0.016469580900582544,-0.012916628627970416,0.012643937387816842,0.0037606202269854093,-0.011205605173011375,-0.004397261356416828,-0.046108075135384466,0.0825426428748021,-0.0014235778275045628,-0.002703781376959906,-0.005716474508136065,0.005590369966439143,-0.009638041776250262,-0.04267613275459128,-0.011387811244871303,0.025939981996690707,-0.007211046898046997,-0.0006153107329047594,0.005472620683117986,-0.25450573746419763,-0.009521534565219337,-0.0729787080872116,0.3307022139320841,-0.0865074411981209,0.15896390859069745,-0.2967586985611522,0.02237109966949114,0.08705865488632633,-0.01540659015264394,-1.221672097847229,-0.0010493879569689246,-0.04666901375878992,-0.1982886225155077,0.048959315325133375,-0.09626914989896057,0.30552659992672987,-0.2885638314890326,0.2530487162796712,-0.23737133357511897,-0.11724062894638813,0.0864555821116937,-0.0029753674085219654,-0.22494645620708784,-0.10244526016502142,0.0932036683586913,-0.41337288061649813,0.22561386948120288,0.3270570041522082,0.3143930356883753,0.16053949443609708,-0.13147624549779166,-0.014428494302451408,-0.13484392608746387,0.13462517917030772,-0.0735424830293251,-0.19599905361537334,-0.2596651673512493,0.08318107592694388,-0.003140305082443811,-0.07834550494353111,-0.51,0.0,0.2
2016-02-19,-0.002288014635882676,-0.004777493961178997,-0.0020592072825591956,0.01868159581377935,-0.00618996991023496,0.012512860633391455,-0.009027291360395987,-0.006531444590752054,-0.0011177194562217152,0.003563940081534815,-0.07961795541124324,0.007646835843680032,0.007198896022290075,-0.0026555473691466627,0.005580758437436819,0.01734258249196645,0.010574978329001177,-0.012026574051491021,0.0050920498649738724,-0.0055658234867418015,-0.024429448257268203,0.006452953084922524,0.000172643365217532,-0.0007502299107480195,0.007917152461260783,-0.0037606202269852966,0.0016680140186283565,-0.00711468210882237,-0.014021985728112963,0.013227526754344129,0.007707319044594282,-0.0020324879563559,-0.0023203532289734355,-0.009066692322708304,-0.0073737584106109665,-0.0016782205801805982,-0.0011398830950789848,0.035555958317141825,0.0019562382650002755,-0.0009239593405940282,0.0006062515536648536,-0.26168441353072674,-0.031675536380217736,-0.07950865410953858,0.3371044090769425,-0.08598494776055898,0.1673830025917638,-0.30218034781095393,0.011169477613878001,0.07793598559303415,-0.015130277889802769,-1.352583307945081,-0.011901018155008943,-0.03587116149737365,-0.21811478720036476,0.06148242341637632,-0.07342495639078005,0.32255030754297515,-0.3015540160186193,0.24700450479621588,-0.23881851259500503,-0.14838682852177068,0.0809929682869224,-0.004480063763104442,-0.22011009526832023,-0.08992011186244483,0.094866214580938,-0.4084476624822744,0.20055971911061832,0.29272725946410916,0.3271726256670431,0.17732032112501006,-0.12689092976795482,-0.015236789541907481,-0.1222344382051911,0.10227748123353259,-0.08476167176529173,-0.20151622134937255,-0.20748843249482057,0.08878548317434601,-0.007804069575096758,-0.08850694367283764,0.06,0.42,-0.58
